text,label_id,label_text,label
Great gift card. Perfect for our gift card gift exchange. Who doesn't love getting an Amazon gift card!,4.0,very positive,4
No card in the box. It was not in the box? How do I fet I touch with someone regarding this?,0.0,very negative,0
This gift card is always appreciated.. A good gift card for anyone in my family.  Always appreciated.,4.0,very positive,4
Petty I know- But I ordered the Navy and Gold for a reason!. What i received was the regular ol orange card!  Grand scheme- not a big deal.  I just wanted what i orderded :),0.0,very negative,0
"Ordered two, only received one. Do not order gift cards this way.... I ordered two of these cards separately for my parents for Christmas. I ordered them within 2 minutes of each other, and Amazon said they will be delivered Sunday the 23rd. One arrived today, and the other is not scheduled to arrive until Thursday!  One person gets a gift, but the other does not. I will not order cards this way again -from ACI Gift Cards. They caused me a lot of embarrassment.",0.0,very negative,0
GRANDSON WILL BE HAPPY!. THIS GIFT WILL ALLOW HIM TO USE IT ANY WAY HE WISHES!  AND IT IS SO HARD TO BUY FOR TEENAGE BOYS!  THANK YOU AMAZON!,4.0,very positive,4
Easy!. Easy gift to give for my indecisive mind.,4.0,very positive,4
.. 😍,3.0,positive,3
arrived very  quick !. $15 incentive  was all  it took.,4.0,very positive,4
Easy to use. Liked every thing about this product,4.0,very positive,4
Good. Good,4.0,very positive,4
Yay. Yay great,4.0,very positive,4
It arrived on time. This product was actually a gift for my mother on her birthday. It arrived exactly when it was supposed to it made her very happy.,4.0,very positive,4
No gift tag. No message from sender.. she didn’t know who sent it..,4.0,very positive,4
Did not receive mini envelope. Did not receive mini envelope,2.0,neutral,2
Easy and beautiful color.. Best presentation for a gift.,4.0,very positive,4
Yay money. I love money.,4.0,very positive,4
"Enjoyed by staff. Easy gift, to get what you want",4.0,very positive,4
"Amazon gift card, best gift!. What's not yo like?",4.0,very positive,4
Gift Cards how can you rate gift cards. Gift Cards are gift cards...can't go wrong there.,4.0,very positive,4
Order an E-Gift Card. It never arrived after 2 weeks I had to cancel and order an E-Gift Card.,0.0,very negative,0
Perfect gift. Solve my shopping troubles,4.0,very positive,4
Convenient and nicely packaged.. These giftcards simplifies gift giving and prevents giving undesirable gifts. Very practical.,4.0,very positive,4
I sent a gift card!. I sent a gift card.  Misunderstood…sorry.,0.0,very negative,0
smile on her face. It was a surprise  for my daughter  she was excited,4.0,very positive,4
Difficult. Ordered several gifts cards of various amounts and had to figure out which $ amount was on all 14 cards.  Will not do this again.,0.0,very negative,0
"Do Not Buy. These generic Amazon gift cards do not display monetary value or come with any method of determining the value of the gift card.  I ordered a dozen cards varying in value and spent the time to type gift receipts for each card. Then I received a box of 12 gift cards in plastic bags, no receipts, no gift messages and no way to determine if they are activated or just thrown in a box. Very frustrating and a waste of time and money.",0.0,very negative,0
Good. Good,3.0,positive,3
Good printing. Worked well.,3.0,positive,3
Gift card. Gift card arrived ok. Thanks. I thought it had been misplaced but all’s ok.,4.0,very positive,4
Easy. Very easy & efficient process,4.0,very positive,4
Easy and reliable.. My grandsons were delighted with their gift cards.,4.0,very positive,4
You can buy anything on Anazon. Birthday gift,4.0,very positive,4
Has several restaurants. Christmas gift,4.0,very positive,4
Works well for todays grandchildren. Gift,4.0,very positive,4
Good gift for readers. Gift,4.0,very positive,4
Easy to purchase. Christmas gift,4.0,very positive,4
Nice Christmas style giftcard holder. Easy way to pay for prime if you dont have a credit card or other acceptable card to pay for prime membership. For example I can not use my cash app prepaid visa to pay for prime but i can buy a gift card for amazon with it. Then I can use my gift card balance to pay for my prime membership. When there's a will there's a way!,4.0,very positive,4
Looks Great for gift. Looks very elegant to gift,4.0,very positive,4
Best gifting. Love it,4.0,very positive,4
Perfect gift. This is exactly what we were looking for in a gift card! Thx,4.0,very positive,4
"Good For All Occasions. No need to look further, no worry about returns.",4.0,very positive,4
Really good. It works like cash... only on amazon.com though.,4.0,very positive,4
Good Deal. Bought it with 10% discount. Good deal!,4.0,very positive,4
Good idea!. Like it when you get a free gift card,4.0,very positive,4
Easy. Easy gift that anyone can use!!,4.0,very positive,4
AMAZON GIFT CARDS ARE THE BEST AND ALWAYS APPRECIATED. Used as an instant gift/gift addition.,4.0,very positive,4
Last min gift no worries with this. Awesome!!! Received 10 hours after I ordered.,4.0,very positive,4
PERFECT. Exactly what it states is what you get. Made gifting easy and arrived same day NOT damage.,4.0,very positive,4
No value on card. looks great. Have no idea which card has 100 and which has 5 and it’s impossible to find out. Gotta fix that,2.0,neutral,2
"HANDY gift. Great bonus gift to throw in gift baskets, or stocking stuffer/ birthday add in",4.0,very positive,4
Great Idea. Great gift,4.0,very positive,4
"The card does ""No"" say only use on Amazon platform.... It shouldn't be listed as a gift card but an ""Amazon Gift Card Use In Bold Letters. prior to completing purchase not when a customer receives it.<br />"" Thanks, for the notice is simple customer error, thinking its that simple...",0.0,very negative,0
No return on investment. This is money on a card. It was presentable as a gift. The description on how to redeem it seemed complicated but I never had to do it.,4.0,very positive,4
Works great. Can always use these,4.0,very positive,4
Price and your fast coming. I love amazon cards i would buy again,4.0,very positive,4
You have everything i need and so nice staff. I love gift cards thanks amazon,4.0,very positive,4
"Giftable. I love this package, great for a wedding gift. Even has three lines on the back to write a message.",4.0,very positive,4
Amz gift card. Convenient as a teacher's gift.,4.0,very positive,4
Bought this for one of my coworkers at work she loved it. Bought this for one of my coworkers at work for Christmas  she loved it,4.0,very positive,4
Ripped. My envelope came ripped.,0.0,very negative,0
Do not buy. This things is so flimsy,0.0,very negative,0
"Significant Shipping Delay. Instead of two day arrival it was eight days.  Granted this was not medical supplies, and there are significant issues impacting businesses - however, it would've been nice to receive some form of communication at the second day indicating an ~actual anticipated~ arrival date.  Order could've then been cancelled and replaced with one that was better able to meet stated date, as this was a gift that had an element of time sensitivity.<br />Rating as three stars, rather than *two* tempted to give, as presumably there will be no issue with recipient's use of card.",2.0,neutral,2
"great for gift giving. was christmas gifts, I always know they will get what they really want.",4.0,very positive,4
Good. Good,4.0,very positive,4
Great gift. Great gift! The recipients loved it.,4.0,very positive,4
Presentable perfect gift card.. Perfect gift card,4.0,very positive,4
Convenient. Convenient & Quickly arrived,4.0,very positive,4
Everyone can use a gift card!. I was quick and easy to order and useable.,4.0,very positive,4
Physical!. I know this is just a gift card but I liked that it was a physical card to give instead of gifting a printed sheet of paper,4.0,very positive,4
"It's a gift card...it worked.. Fantastic product!  I paid money, got amazon gift card.",4.0,very positive,4
Stocking stuffers. Size and convenience.. gave them to teenage grandkids for Christmas.,4.0,very positive,4
Love sending these out to family and friends. So easy I love sending these out to family and friends!,4.0,very positive,4
Put the amount visibly on each card. I bought several of these gift cards to give to my fellow employee ease the problem was they don't put the amount on each card were you can see it so when you pass it out you know how much you're giving to whom you have to run the serial number on the card and try to figure it out what a pain in the butt,1.0,negative,1
"Gift card. I did not use it. It was a gift for someone else, but the presentation was nice.",4.0,very positive,4
"Amazon somehow find a way to screw up gift cards.. I ordered 14 physical gift cards for my company's event. The mailing package seemed durable, and most gift cards stayed intact. However, 2 of them were damaged with tearings and the cards are misplaced. I think it is difficult to damage the cards in the bubble package so I suspect that the cards could be damaged before packing. Either way, it is an awful experience and I would recommend purchasing e-gift cards since there will be no chance for Amazon to screw that up...right?",0.0,very negative,0
Worth it. so Cute,4.0,very positive,4
So comfy!!!@. Just what I wanted.,4.0,very positive,4
"Black Envelope for each gift card torn. Ordered 4 gift cards with black/envelope for grad gifts. All of the black envelopes were torn, unable to use 2 of them because they were damaged.  So if you order the gift cards, don't rely on Amazon's graduation black envelope to be usable.",1.0,negative,1
Wonder wallet. It was wonderful. I like the chiefs wallet. It is gift for my dad because he loves chiefs. It wasn’t that big but a decent size.,4.0,very positive,4
Nice gifts for the kiddies. Nothing to really talk about...they are gift cards?,4.0,very positive,4
A Great Card. Easy gift,4.0,very positive,4
cute box. came in a small cute box,4.0,very positive,4
Awesome!. the packaging and design are very nice.  easy to use and is refillable,4.0,very positive,4
Like it. Every easy use,4.0,very positive,4
"A gift, just because I love you.. Went to visit my sister and her family. Didn't want to go empty handed for her kids. Shopping for my nephew was easy, but for my young teenage niece... Why not the whole world of Amazon to pick from. I could have given her cash, but it's fun on-line shopping and when a package arrives with your name on it, that's exciting too.",4.0,very positive,4
"speed. Arrived quickly,looked great",4.0,very positive,4
No. No,4.0,very positive,4
Easy to purchase and fast delivery.. Birthday gift.,4.0,very positive,4
Gift card. I'm very disappointed in the gift card.  Even though it was in a protective large envelope it came bent on all sides and does not look nice to give as a gift!,0.0,very negative,0
Gift card. So easy to use,4.0,very positive,4
Excellent. For a gift.,4.0,very positive,4
Mystery Gift. My daughter was gifted a card and has no way to determine value without redeeming!,0.0,very negative,0
"Gift Card Amount Missing. Sent a gift card and it arrived quickly; however, it did not tell the recipient how much it was for.  How lame!",1.0,negative,1
Great gifts. Love them!,4.0,very positive,4
N/A. N/A,4.0,very positive,4
Did not receive promotional credit for $15 as promised. I was told I would receive $15 in promotional credit if I purchased at least $50 I purchased a $60 card and did not receive promotional credit,0.0,very negative,0
Amazon Took My Money. I purchjased a $375 Gift Card that was believd lost ion the mail. Amazon deactivated the card and WILL NOT return the cost of the card NOR reload the card they deactivitade. This is robbery - how can you NOT return my funds its been 6 months and all I get is its being reviewed.,0.0,very negative,0
Delivered fast. Easy gift,4.0,very positive,4
Perfect. Perfect - for almost anyone!,4.0,very positive,4
Very convenient. Perfect !,4.0,very positive,4
"Quick and easy. Easy to use, appreciated",4.0,very positive,4
Get very quickly. Great gift,4.0,very positive,4
Five Stars. Everything went perfect.,4.0,very positive,4
Spectacularly unspectacular. What is there to say? It's a gift card.,4.0,very positive,4
Gotta love Free Amazon Gift Cards. Got with a purchase,4.0,very positive,4
Great gift. A gift for anyone for anything great idea!,4.0,very positive,4
X. Like,4.0,very positive,4
Great. Liked,4.0,very positive,4
As pictured and easy to use. Amazon gift cards are loved by everyone. They're easy to use and this one with the card looks nice an professional and gives you the ability to write something in the card.,4.0,very positive,4
Fast ship. Gift for a friend. Fast shipping. He loved it.,4.0,very positive,4
"I did not order this.. Its pointless to ship  it back.  I opened the package wondering what the hell it was. Inyeresting way to ""take advantage"" of the holiday confusion. I am forced to give a star rating by the  website. These guys don't even deserve that.",0.0,very negative,0
Terrible gift card status. I don't think I can give someone this as a gift.,0.0,very negative,0
No amount on card. I bought several cards with different amounts. They all came the same with no amount listed. So now I don’t know who to give which one!!!,0.0,very negative,0
Great way to gift.. Who doesn’t love an Amazon gift card!,4.0,very positive,4
Nice gift card to enclose in a greeting card.. It makes a nice gift to be given in a greeting card!,4.0,very positive,4
$50 gift card. I got the gift card and can't find it at all!!! I believe I threw away in another box from amazon. What kind of help can  I get. Thanks so much.,4.0,very positive,4
Product identification and mailing fail.. I purchased 2 cards separately.  But Both cards were put into the same box.  They had different amounts for different people.  I could not tell what amount was on the cards.  They were not identified on package or in my account.  I had to redeem one of the cards back on my account and purchase another card.  To me this was a delivery fail.,0.0,very negative,0
Lucille loved the gift. It was a gift for Lucille's retirement,4.0,very positive,4
Rip off. I bought 2 gift cards for $25 each. I gave them as gifts and was just notified that there was never any money loaded on them.,0.0,very negative,0
"Simple, easy, and convenient. These are great! Thank you for making this easy and quick.  I have not had one single problem ordering or using!",4.0,very positive,4
easy. It is easy to use.,4.0,very positive,4
It’s a gift card. Enough said. It is what it says it is. No frill lol,4.0,very positive,4
"What Do You Want?. If you give a gift card, the receipient can get exactly what they want.",4.0,very positive,4
Card review. Was very convenient to use as a gift when you don’t know exactly what the other person wants.,4.0,very positive,4
Bad Look. Don't like the look of these gift cards.  Not as nice as previous gift cards!!,2.0,neutral,2
"Very good and easy to use. No fees, no tax, no nothing to purchase. Super good.",4.0,very positive,4
"Perfect. I was told that my Amazon Gift Cards were ""The best present they got on Christmas """,4.0,very positive,4
Gift Cards- one size fits all. Easy to use on millions of things.,4.0,very positive,4
Stay away. Not as expected,0.0,very negative,0
Easy. This was an easy way for the new parents to get what they need,4.0,very positive,4
free. Free,4.0,very positive,4
Just as described. Simple. Perfect,4.0,very positive,4
This is not good!. The gift card that was supposed to be delivered on the 15th is still traveling around according to tracking number. I have had no luck contacting the company for help!,0.0,very negative,0
Quick and easy!. Liked its convenience!,4.0,very positive,4
Great gift idea. Easy to get and use,4.0,very positive,4
"Gift cards may be damaged or no good. I bought these as a gift for my nursing staff for Emergency Department Nurses week.  The box came and the top of the box had a slash across it at the top of the box.  I opened the box and all my gift cards are accounted for, but 10 of them do not have wrappers on them like rest of the order does.  I'm not sure if they are good or if someone got into this order and took the numbers off of those cards.",1.0,negative,1
"Gift card appeared to be tampered with. When I opened the shipping package, the plastic bag containing the gift card was torn open. Upon further investigation, the black mini envelope was creased and manipulated, revealing the card UPC and serial number.  The gift card was also creased in a similar fashion.  Fortunately, the claim number was intact.",0.0,very negative,0
Was delivered with no issued. It was a Christmas gift,4.0,very positive,4
GIFT cards. Great gift ideas that are readily available,4.0,very positive,4
It was worth the ordering.. I gave as a gift.,3.0,positive,3
Received on time. It was fine it was a gift card came in the envelope very nice,4.0,very positive,4
Great option to gift!. Loved being able to buy a physical Amazon card to give as a gift at a house warming. Can’t go wrong with an Amazon gift card.,4.0,very positive,4
Great gift. Giftable,4.0,very positive,4
Easy to use. Easy to use,4.0,very positive,4
Can’t tell $ amount. I or endeared several gift cards of various amounts and can’t tell which is which.,0.0,very negative,0
Great!!!. I was glad to know I could buy Amazon gift cards online. These are of better quality than what you buy in a local store & give a nicer gift presentation.,4.0,very positive,4
Wedding gift. Wedding gift,4.0,very positive,4
"Very poor handling. Cellophane wrapper torn open on both, making them unsuitable as a gift.",0.0,very negative,0
"Did find so sorry reported not in box. I disliked it was not in the box, no way to report it other than a bad review, my apology it was there after looking further,  I m so sorry",4.0,very positive,4
I can rest assured that the cards haven't been tampered with when they come straight from Amazon.. They are versatile. I used them for birthday cards for great niece and great nephew.,4.0,very positive,4
"Great on time service. Gift, as always great service, Thank You",4.0,very positive,4
Gift card message is missing.. Gift card message is missing. Note that was expected with the gift card was not sent along with it. Disappointed.,1.0,negative,1
Great. Great for christmas,4.0,very positive,4
Cute and on time. It was great and fast service delivered on time !,4.0,very positive,4
Convience. Easy and convenient,4.0,very positive,4
"Struggling to find the right gift?. Easiest gift you can get someone. This card ships super quick, and it's definitely a lot more useful than gift cards that only work at one specific restaurant chain.",4.0,very positive,4
"Great gift cards!!!!. Love the Amazon gift cards, they arrive very fast and I’ve never had any problems with them.",4.0,very positive,4
Makes a very nice gift.. I did not like fact that I had to activate card. It was a gift.,3.0,positive,3
"Bad and confusing experience. I have a Canadian Amazon account and the gift card was sent to US. So I had to use Amazon US instead.<br />The process was difficult because the system was not similar to the one I follow in my regular Amazon account. Also, there was not a function or place to add a message or few words to the person who was going to receive the gift card. In addition, I'm used to get a message to know if the person received the present. This time I didn't get anything, so I don't even know if my present was received. Sorry, but it was not a good experience.",0.0,very negative,0
Great gift card and fast shopping. Recommend it. Fast Shipping with a great package envelope. Great.,4.0,very positive,4
Samsung S10 promotion..... I did Not buy these gift cards!<br />As part of a one day pre Christmas promotion for 2 Samsung S10 phones I was to get two free $50 Amazon cards. I have called about this and do not have a resolution.,0.0,very negative,0
"Who doesn't love getting an Amazon gift card?. Everybody loves a gift card, and this one comes in a package that is perfect for any holiday. You can dress it up with stickers or stamps or leave it plain.",4.0,very positive,4
"Bad customer service. It arrived late for christmas, customer service was useless.",0.0,very negative,0
Looked like what I expected.. Came in a timely fashion and was exactly how it looked in the on-line picture.,4.0,very positive,4
Great gift for those overseas (or any place!). Ny son works  overseas.  I can send a gift card & have it delivered any time.  He can purchase what appeals to  him. Postage is taken care of for me because it's done electronically.,4.0,very positive,4
Excellent. Excellent.,4.0,very positive,4
Compre unas tarjetas y al ir a usarlas no tenían saldo. Compre dos tarjetas y al ir a comprar no tenían el saldo que les cargue ☹️,0.0,very negative,0
Card appeared dirty and soiled and envelope was in pieces as shown in the photos. The gift card arrived as shown in the attached photos.  The envelope had completely fallen apart and the card appeared dirty and soiled.  The card actually worked fine.,0.0,very negative,0
👍. 👍,4.0,very positive,4
Easy. Great,4.0,very positive,4
gift card. Very timely delivery and perfect gift,4.0,very positive,4
Only received one card. I only received one gift card.  I had ordered two.  I only received card ending974.,0.0,very negative,0
Works good!. Works good! Thanks Amazon,4.0,very positive,4
Good. Worked great! gave as a gift to some neighbors,4.0,very positive,4
"Great gift idea.. Great for gifts. Item comes with a very small print out that associates the card serial number with the $ amount. We ordered 20 for client gift in various denominations so had to go back and cross-reference each. Since they are offered as $25, $50, etc. why not have the amount pre-printed on card?",3.0,positive,3
Convenience. Baby shower gift,4.0,very positive,4
"need easier to follow description. expected actual ""feel the plastic"" gift cards, got electronic type - too late to return and receive what I expected",0.0,very negative,0
Prompt delivery!. It’s a perfect gift!!..you can get anything on Amazon!!😁,4.0,very positive,4
Great gift!. Great presence!,4.0,very positive,4
"Great envelope presence. They’re gift cards, not much to review. Great envelope quality and gift presence!",4.0,very positive,4
Get ot quickly. Simple and easy to use,4.0,very positive,4
Great purchase!. Love that I can buy gift cards online!,4.0,very positive,4
INVALID Gift Cards sent. I ordered multiple $25 gift cards as small prizes for my department's annual conference.  Multiple people have said the Claim Codes were registered as invalid and so they were unable to use.  I have still not heard from Amazon.,0.0,very negative,0
"Gift cards. Our church sent 22 gift cards to the soldiers that are part of our church family. It is done by gifts from church members so each year we need different amounts so we were glad that you helped us with gift cards for certain amounts.  They were welcome gifts to special soldiers.  Maybe it could be better advertised next year,",4.0,very positive,4
Didn't receive all items. I ordered 4 gift cards and only received three,2.0,neutral,2
Gift card doesn't work. This was a birthday gift to a niece who saved it to go towards a big purchase. It is now outside of the return window and doesn't work. Big disappointment Amazon. Needs to try harder.,0.0,very negative,0
Helpful. Great,4.0,very positive,4
Easy to get and give.. This is a gift for my grandson!,4.0,very positive,4
"Caution!. Great to have around for gifting but use CAUTION when pulling the ""PEEL OFF FOR CLAIM CODE"" sticker.  It can easily pull the code off the paper card like tape on paint.  If this happens, customer service will fix the issue immediately.",3.0,positive,3
"Items opened inside box. Shipping box was sealed, but all of the gift cards that were included, were opened and ripped out of the packaging. Very disappointed.",0.0,very negative,0
"Prompt Service, ordered in the morning and received it in the afternoon same day. Impressed by that.. Easy to install, works perfectly!!",4.0,very positive,4
Gift card. Quick and easy,4.0,very positive,4
Too thick to mail. Has a vecro closure which post office said thickness meant it was a pkg at $5 to mail!!,4.0,very positive,4
Helpful. Great,4.0,very positive,4
good!. good !,4.0,very positive,4
"Avoid mini sleeve type Amazon gift cards. I bought a bunch of these mini sleeve type of Amazon gift cards earlier this year.  Package arrived fine and the mini sleeve envelopes looked brand new.  I tried to redeem 3 of them last week and noticed that the orange peel-off sticker strips that normally would cover the redemption code of each gift card were missing...and that someone had already used up those corresponding gift card codes!  It is totally crazy because the envelopes looked new but there is a small window on the back of the sleeve that would allow a scammer to carefully peel off the sticker and read the redemption code.  I am still fighting with Amazon about getting my money back...it's been a pain even though they have the name/info of the account that had fraudulently redeemed my gift cards.  Do yourself a favor, avoid these mini sleeve type gift cards.",0.0,very negative,0
Wrong Product. I was mailed a charger of some type... no amazon card was delivered for the $50,0.0,very negative,0
Easy gift. Quick and easy!<br />Just the right size.,4.0,very positive,4
"$15 credit toward books is what sold me. Picked these up as a promotion. Will be used as Christmas gifts, including the promotional $15 credit toward an E-book, etc. Ty Amazon!",4.0,very positive,4
LIKE IT. EASY TO GIFT,4.0,very positive,4
Giftable. Fabulous,4.0,very positive,4
Amazon gift cards are great!. Christmas gifts,4.0,very positive,4
Perfect Gift. Everyone loves an amazon gift card! It’s my go to gift when I cannot think of what to buy someone. They envelope that it came in was very nice as well.,4.0,very positive,4
The best gift. Great gifts,4.0,very positive,4
I live in P.R. and I got it withing a week.. It was a gift for a friend.,3.0,positive,3
Perfect gift. Loved the presentation. This is a great gift for a teacher/ friend and works perfect for each & every occasion. Il be buying it again next time around.,4.0,very positive,4
Pretty envelope. Pretty envelope. May be reused.,4.0,very positive,4
Requested Gift. Often requested. Easy to obtain.,4.0,very positive,4
The Versatile Amazon Gift Certificate. A gift card is the perfect present for the hard to satisfy person.,4.0,very positive,4
"Amazon Gift Card Purchase Leaves A Lot to be Desired. I read several reviews regarding Amazon Gift Cards, but decided to purchase one anyway.  I wanted to make sure the gift card had a balance before I gave it as a gift, but obtaining balance information was like pulling teeth.  Amazon Chat was absolutely worthless and I only received canned responses to my questions, so I decided to call Amazon Customer Service.  The customer service representative was only a tad bit more helpful than Amazon Chat, and it took the representative over ten minutes to verify that the gift card I purchased had the correct amount loaded onto it.  Listen up Amazon:  There should be a way for customers to confirm that the gift card purchased actually has the correct amount loaded onto it without calling customer service.",0.0,very negative,0
Great gift. Easy to send,4.0,very positive,4
they were on time. use them for Christmas gifts and they were great,4.0,very positive,4
Don’t buy them.. Ordered 12 cards for my employees.  Problems with 4 of them. Claim codes we’re defective.  Amazon unwilling to work with my employees since I was the purchaser.  Spent several hours trying to rectify Amazons problem.  Won’t be ording gift cards ever again.,0.0,very negative,0
Don’t buy them.. Ordered 12 cards for my employees.  Problems with 4 of them. Claim codes we’re defective.  Amazon unwilling to work with my employees since I was the purchaser.  Spent several hours trying to rectify Amazons problem.  Won’t be ording gift cards ever again.,0.0,very negative,0
"Easy. Like, easy to order, and shipping was free",4.0,very positive,4
Wonderful. Great,3.0,positive,3
"Not Labeled!. If you order different amounts for your gift cards, I suggest you get a different design for each. They are not labeled and it is impossible to find out their amounts according to the directions. I ended up calling customer service to get the different amounts :/",1.0,negative,1
My Sister Loved Your Gift Card. My sister shops almost weekly at Amazon so this was the perfect Christmas gift for her!,4.0,very positive,4
Prompt service!. Very happy with and appreciate the prompt service.  Will definitely order again.,4.0,very positive,4
DONT BUY THIS. Never do this. It'll be stolen by a carrier and you'll never get anyhing back from it. Buy a digital card!!!,0.0,very negative,0
Great simple and easy to use gift.. Perfect for everyone.,4.0,very positive,4
Great gift. This was a gift,4.0,very positive,4
good stuff. All good,4.0,very positive,4
"Product useless, already claimed. Need reimbursement. Very disappointed, card already used. Need reimbursement. How do I accomplish this?",0.0,very negative,0
Allows parents to purchase what they need. Excellent baby shower gift from a long distance,4.0,very positive,4
Easy. Good,4.0,very positive,4
Can this card be deleted. Can this be deleted and another one issued? Mailed in a birthday card and recipient did not receive. Original was lost in mail,4.0,very positive,4
More than adequate. Recipient was utterly delightified!!,4.0,very positive,4
"Easy. Like, easy to order, and shipping was free",4.0,very positive,4
"Easy. Like, easy to order, and shipping was free",4.0,very positive,4
"Buyer Beware!!. My gift card was missing from the package!!! I have ordered physical gift cards from Amazon before without issue and loved the convenience, but next time I'll go to a store if I want a physical card. Amazon did refund me, but it was a hassle and took precious time out of my day. I also didn't like the feeling of knowing the person on the other end of the phone may suspect me as the dishonest one!",0.0,very negative,0
Prompt delivery. Great gift idea,4.0,very positive,4
Great gift!. Great gift idea!,4.0,very positive,4
The service was great!. The service was great!,4.0,very positive,4
Just as expected. Just as pictured,4.0,very positive,4
Good gift.. Daughter loved it.,4.0,very positive,4
Nice. It comes with envelopes,4.0,very positive,4
Presentation. It was very nice,3.0,positive,3
Need the other gift card. I only received 3 of the 4 gift cards,0.0,very negative,0
Arrived ultra fast!. Arrived as stated even during the holidays!  Thanks,4.0,very positive,4
Amazing gift card. This is a well made and well performing gift card. It is as robust and handsome as you'd ever want a gift card to be. I can't think of a single attribute of gift cards of this denomination that this gift card lacks. I am enjoying using it and proud to own it.,4.0,very positive,4
List the amount!. Amazon makes it super difficult to determine the amount on each card. I ordered 10 cards with different amounts and they were all in one envelope with no indication of which was which amount. So frustrating.,0.0,very negative,0
easy gift. good,4.0,very positive,4
"Gift cards can be delayed. I bought a gift card for a baby shower after<br />The original gift was sent to the wrong address and returned. Usually, gift cards are pretty quick to arrive, but this one was delayed by about two months. Not<br />Sure why. If time is a consideration I guess an e-card makes more sense.",0.0,very negative,0
Gift card.. Gift card.,4.0,very positive,4
Awsome. Thank you for the gift,4.0,very positive,4
Great gift. Handy,4.0,very positive,4
Mini Gift Card = Adorable. The mini Amazon Gift Card I ordered for a friend's recent birthday was well received.  She was happy (Amazon generally does that to people) and liked the different look.  Good product!,4.0,very positive,4
Quick and presentable. Love it,4.0,very positive,4
Nothing. As a gift,4.0,very positive,4
"A prized gift!. Easy, efficient, and well-appreciated",4.0,very positive,4
Makes great rewards. Ordered these for the JOB.,4.0,very positive,4
Esta delicado y llego a tiempo. Hermoso y excelente servicio,4.0,very positive,4
Great!. Great!,4.0,very positive,4
Cute gift cards for diwali. Perfect little gift cards for Diwali or navratri. Loved the mandala design and it’s just as described.,4.0,very positive,4
Perfect for gifts. Liked the quality of the envelopes and these turned out to be the best quick gifts,4.0,very positive,4
the gift that never dissappoints. the kids always love amazon gift cards.  it's a never fail gift.,4.0,very positive,4
Giftcards are perfect when you're not sure what to gift someone!. Love gifting these are perfect when so many options are available for choice but you cant decide what to purchase as a gift for someone GIFTCARDS are always acceptable,4.0,very positive,4
List the amount!. Amazon makes it super difficult to determine the amount on each card. I ordered 10 cards with different amounts and they were all in one envelope with no indication of which was which amount. So frustrating.,0.0,very negative,0
The way to go. Love Amazon,4.0,very positive,4
Easy to gift gift cards. Love this idea . Bought these cards to gift my nephews and nieces for new years . They all liked the envelopes . No hassle of going and buying covers for gift cards . Very attractive too .,4.0,very positive,4
Great. Great,4.0,very positive,4
Gift Idea. The card was a gift for a friend.,4.0,very positive,4
Looks expensive. Silver and black design gives it the look of elegance. Bought as Xmas gifts but look good all year long,4.0,very positive,4
quick n convenient. Christmas gifts arrived in 2 days.,4.0,very positive,4
Arrived on time.. Great product.  Simple to order.  Arrived on time.  Hassel free.  Great job~!,4.0,very positive,4
Cool tin.. I liked the tin's they came in.,4.0,very positive,4
Baby shower gift. Niece was thrilled with card,4.0,very positive,4
Totally Recommend. This is an amazing gift to give!! I would totally recommend!!,4.0,very positive,4
Was able to give gift on time. Came on time and was able to give as a gift.,4.0,very positive,4
Great blouse at great price!Perfect little gift. The gift was greatly appreciated.,4.0,very positive,4
Five Stars. The recipients loved the gift.,4.0,very positive,4
Worth the money!!!. I bought this for my mother on her birthday she thought it was so adorable!,4.0,very positive,4
Even from overseas. I was able to gift my grandchildren on their birthdays even though I'm over 6000 miles away,4.0,very positive,4
"Great gift. An Amazon gift card is always the perfect gift, no matter the occasion, you can't go wrong.",4.0,very positive,4
Everyone loves a gift card!. The gift card is a wonderful gift for anyone as a special gift can be picked out by the recipient.  Easy and fun to use and receive.,4.0,very positive,4
2 different cards. One I received I list. I do not know how much it was worth. The one I gave was greatly appreciated,4.0,very positive,4
Late arrival. My order was late and the representative was of no help.Amazon in my honest opinion is getting worse.,0.0,very negative,0
Best for children’ s gifts. Best for festival season,4.0,very positive,4
It's just a gift card.  Works great. It arrived quickly.,4.0,very positive,4
Don’t throw your money away!. Don’t purchase amazon gift cards.  We received these cards as a $200 Christmas gift and the claim codes didn’t work!  Amazon.com support took over a week to investigate this issue and only gave us a vague response with no next steps.  Now we are going to attempt to have the original purchaser submit a claim.,0.0,very negative,0
"A card for practically all occasions. .. Ordered several for a variety of gifting occasions. As more people shop online, you can't go wrong with this gift card.",4.0,very positive,4
Convenient and easy to use. Everything was great.,4.0,very positive,4
Nice for gifts. They where a gift and they liked them.,4.0,very positive,4
Fine. Fine,4.0,very positive,4
"Great gift, easy shopping. It was the simplest thing to give as a gift",4.0,very positive,4
"Snowman Gift Cards. They can in very cute metal snowman cases, with a loop on top.  Could be put on the tree as an ornament.",4.0,very positive,4
Nice little gift to go in a birthday card!. Quick and easy gift for a young person whose tastes you are unaware.,3.0,positive,3
The best card ever. We love Amazon gift cards.  They can buy you a lot more than the store cards.,4.0,very positive,4
"What a great gift to give!. Best and easiest gift to give. Don't have to worry about size, style, and if the giftee will appreciate the thought. An Amazon gift card what's not to like.",4.0,very positive,4
